Timestamp,Elapsed_Time_s,gps_lat,gps_lon,pH,Water_Temp,Salinity,Data_Wind_spd,Data_Wind_dir,Sail_Wind_spd,Sail_Wind_dir,Actual_rdr_deg,Set_rdr_deg,Speed_over_gnd,IMU_roll,IMU_pitch,IMU_heading,IMU_integral,IMU_derivative,Desired_heading,Temp1,Temp2,Temp3,Volt1,Volt2,Volt3,Volt4,MPPT_curr_hull_port,MPPT_curr_sail_port,MPPT_curr_hull_star,MPPT_curr_sail_star
2026-07-11T19:40:23.545556,3.138,None,None,None,None,None,None,None,None,None,-0.71,0.0,0.0,311.12,438.9,31.04,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-11T19:40:23.545843,3.139,None,None,None,None,None,None,None,4.6,356.0,-0.71,0.0,0.0,311.12,438.9,31.04,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-11T19:40:23.548732,3.141,None,None,None,None,None,None,None,4.6,356.0,-0.71,0.0,0.0,311.12,438.9,31.04,0.0,0.0,None,23.4,508.41,25.66,3.27,3.27,3.25,3.28,0.0,0.0,0.0,0.0
2026-07-11T19:40:23.549040,3.142,None,None,None,None,None,None,None,4.6,356.0,-0.71,0.0,0.0,311.12,438.9,31.04,0.0,0.0,None,23.4,508.41,25.66,3.27,3.27,3.25,3.28,0.0,0.0,0.0,0.0
2026-07-11T19:40:23.654717,3.247,None,None,None,None,None,None,None,4.6,356.0,-0.71,0.0,0.0,311.12,438.9,31.04,0.0,0.0,None,23.4,508.41,25.66,3.27,3.27,3.25,3.28,0.0,0.0,0.0,0.0
2026-07-11T19:40:23.655025,3.248,None,None,None,None,None,3.6,183.0,4.6,356.0,-0.71,0.0,0.0,311.12,438.9,31.04,0.0,0.0,None,23.4,508.41,25.66,3.27,3.27,3.25,3.28,0.0,0.0,0.0,0.0
2026-07-11T19:40:23.655307,3.248,None,None,None,None,None,3.6,183.0,4.6,356.0,-0.71,0.0,0.0,311.12,438.9,31.04,0.0,0.0,None,23.4,508.41,25.66,3.27,3.27,3.25,3.28,0.0,0.0,0.0,0.0
2026-07-11T19:40:23.655967,3.249,49.278456,-123.202673,None,None,None,3.6,183.0,4.6,356.0,-0.71,0.0,0.0,311.12,438.9,31.04,0.0,0.0,None,23.4,508.41,25.66,3.27,3.27,3.25,3.28,0.0,0.0,0.0,0.0
2026-07-11T19:40:23.753610,3.346,49.278456,-123.202673,None,None,None,3.6,183.0,4.6,356.0,-0.71,0.0,0.0,311.12,438.9,31.04,0.0,0.0,None,23.4,508.41,25.63,3.27,3.27,3.27,3.27,0.0,0.0,0.0,0.0
2026-07-11T19:40:23.753933,3.347,49.278456,-123.202673,None,None,None,3.6,183.0,4.6,356.0,-0.71,0.0,0.0,311.12,438.9,31.04,0.0,0.0,None,23.4,508.41,25.63,3.27,3.27,3.27,3.27,0.0,0.0,0.0,0.0
