Timestamp,Elapsed_Time_s,gps_lat,gps_lon,pH,Water_Temp,Salinity,Data_Wind_spd,Data_Wind_dir,Sail_Wind_spd,Sail_Wind_dir,Actual_rdr_deg,Set_rdr_deg,Speed_over_gnd,IMU_roll,IMU_pitch,IMU_heading,IMU_integral,IMU_derivative,Desired_heading,Temp1,Temp2,Temp3,Volt1,Volt2,Volt3,Volt4,MPPT_curr_hull_port,MPPT_curr_sail_port,MPPT_curr_hull_star,MPPT_curr_sail_star
2026-07-26T19:00:05.012629,2.816,None,None,None,None,27,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.012964,2.817,None,None,None,None,27,None,None,11.1,359.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.013250,2.817,None,None,None,None,27,None,None,11.1,359.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.112331,2.916,49.27631,-123.198588,None,None,27,None,None,11.1,359.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.212107,3.016,49.27631,-123.198588,None,None,27,None,None,11.1,359.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.212294,3.016,49.27631,-123.198588,None,None,27,10.7,21.0,11.1,359.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.212441,3.016,49.27631,-123.198588,None,None,27,10.7,21.0,11.1,359.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.312255,3.116,49.27631,-123.198588,None,None,27,10.7,21.0,11.1,359.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.312446,3.116,49.27631,-123.198588,None,None,27,10.7,21.0,11.1,359.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.312886,3.117,49.27631,-123.198588,None,None,27,10.7,21.0,11.1,359.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.313062,3.117,49.27631,-123.198588,None,None,27,10.7,21.0,11.5,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.412592,3.216,49.27631,-123.198588,None,None,27,10.7,23.0,11.5,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.512097,3.316,49.27631,-123.198588,None,None,27,10.7,23.0,11.5,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.612478,3.416,49.27631,-123.198588,None,None,27,10.7,23.0,11.5,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.712582,3.516,49.27631,-123.198588,None,None,27,10.7,27.0,11.5,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.712920,3.517,49.27631,-123.198588,None,None,27,10.7,27.0,11.5,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.812426,3.616,49.27631,-123.198588,None,None,27,10.7,27.0,11.8,359.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.812701,3.617,49.27631,-123.198588,None,None,27,10.7,27.0,11.8,359.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.912197,3.716,49.27631,-123.198588,None,None,27,10.7,27.0,11.8,359.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.912499,3.716,49.27631,-123.198588,None,None,27,10.7,27.0,11.8,359.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:05.912893,3.717,49.27631,-123.198588,None,None,27,10.7,27.0,11.8,359.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T19:00:06.012535,3.816,49.27631,-123.198588,None,None,27,10.8,27.0,11.8,359.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
