Timestamp,Elapsed_Time_s,gps_lat,gps_lon,pH,Water_Temp,Salinity,Data_Wind_spd,Data_Wind_dir,Sail_Wind_spd,Sail_Wind_dir,Actual_rdr_deg,Set_rdr_deg,Speed_over_gnd,IMU_roll,IMU_pitch,IMU_heading,IMU_integral,IMU_derivative,Desired_heading,Temp1,Temp2,Temp3,Volt1,Volt2,Volt3,Volt4,MPPT_curr_hull_port,MPPT_curr_sail_port,MPPT_curr_hull_star,MPPT_curr_sail_star
2026-07-26T21:29:13.484428,3.354,None,None,None,None,None,None,None,3.3,175.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:13.484696,3.354,None,None,None,None,None,None,None,3.3,175.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:13.583889,3.453,49.274441,-123.201071,None,None,None,None,None,3.3,175.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:13.584168,3.453,49.274441,-123.201071,None,None,None,None,None,3.3,175.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:13.584308,3.454,49.274441,-123.201071,None,None,None,2.2,168.0,3.3,175.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:13.684521,3.554,49.274441,-123.201071,6.9,None,None,2.2,168.0,3.3,175.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:13.684721,3.554,49.274441,-123.201071,6.9,None,None,2.2,168.0,3.3,175.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:13.685027,3.554,49.274441,-123.201071,6.9,None,None,2.2,168.0,3.3,175.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:13.685285,3.554,49.274441,-123.201071,6.9,None,None,2.2,168.0,3.4,179.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:13.685678,3.555,49.274441,-123.201071,6.9,None,None,2.2,168.0,3.4,179.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:13.784257,3.653,49.274441,-123.201071,6.9,None,None,2.2,168.0,3.4,179.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:13.884455,3.754,49.274441,-123.201071,6.9,None,None,2.1,170.0,3.4,179.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.084254,3.953,49.274441,-123.201071,6.9,None,None,2.1,170.0,3.6,179.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.084525,3.954,49.274441,-123.201071,6.9,None,None,2.1,170.0,3.6,179.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.084690,3.954,49.274441,-123.201071,6.9,16.528,None,2.1,170.0,3.6,179.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.084962,3.954,49.274441,-123.201071,6.9,16.528,20,2.1,170.0,3.6,179.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.085210,3.954,49.274441,-123.201071,6.9,16.528,20,1.7,167.0,3.6,179.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.184767,4.054,49.274441,-123.201071,6.9,16.528,20,1.7,167.0,3.6,179.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.185068,4.054,49.274441,-123.201071,6.9,16.528,20,1.7,167.0,3.6,179.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.284273,4.153,49.274441,-123.201071,6.9,16.528,20,1.7,167.0,3.6,179.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.284550,4.154,49.274441,-123.201071,6.9,16.528,20,1.7,167.0,4.1,181.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.284797,4.154,49.274441,-123.201071,6.9,16.528,20,1.7,167.0,4.1,181.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.384790,4.254,49.274441,-123.201071,6.9,16.528,20,1.6,170.0,4.1,181.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.484157,4.353,49.274441,-123.201071,6.9,16.528,20,1.6,170.0,4.5,182.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.484384,4.354,49.274441,-123.201071,6.9,16.528,20,1.6,170.0,4.5,182.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.584853,4.454,49.274443,-123.201071,6.9,16.528,20,1.6,170.0,4.5,182.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.585148,4.454,49.274443,-123.201071,6.9,16.528,20,1.6,170.0,4.5,182.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.585405,4.455,49.274443,-123.201071,6.9,16.528,20,1.6,170.0,4.5,182.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.684176,4.553,49.274443,-123.201071,6.9,16.528,20,1.4,164.0,4.5,182.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.684489,4.554,49.274443,-123.201071,6.9,16.528,20,1.4,164.0,4.5,182.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.684984,4.554,49.274443,-123.201071,6.9,16.528,20,1.4,164.0,4.5,182.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.783827,4.653,49.274443,-123.201071,6.9,16.528,20,1.4,164.0,4.5,182.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T21:29:14.784139,4.653,49.274443,-123.201071,6.9,16.528,20,1.4,164.0,4.2,182.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
