Timestamp,Elapsed_Time_s,gps_lat,gps_lon,pH,Water_Temp,Salinity,Data_Wind_spd,Data_Wind_dir,Sail_Wind_spd,Sail_Wind_dir,Actual_rdr_deg,Set_rdr_deg,Speed_over_gnd,IMU_roll,IMU_pitch,IMU_heading,IMU_integral,IMU_derivative,Desired_heading,Temp1,Temp2,Temp3,Volt1,Volt2,Volt3,Volt4,MPPT_curr_hull_port,MPPT_curr_sail_port,MPPT_curr_hull_star,MPPT_curr_sail_star
2026-07-26T17:42:02.748445,1.770,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:02.748629,1.770,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:02.748852,1.771,49.275478,-123.201023,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:02.848808,1.870,49.275478,-123.201023,None,None,None,2.7,24.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:02.848982,1.871,49.275478,-123.201023,None,None,None,2.7,24.0,3.4,45.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:02.948333,1.970,49.275478,-123.201023,None,None,None,2.7,24.0,3.4,45.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:02.948444,1.970,49.275478,-123.201023,None,None,None,2.7,24.0,3.4,45.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.048912,2.071,49.275478,-123.201023,None,None,None,2.7,24.0,3.4,45.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.049110,2.071,49.275478,-123.201023,None,None,None,2.7,24.0,3.4,45.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.049226,2.071,49.275478,-123.201023,None,None,None,2.8,21.0,3.4,45.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.149169,2.171,49.275478,-123.201023,None,None,None,2.8,21.0,3.3,45.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.149361,2.171,49.275478,-123.201025,None,None,None,2.8,21.0,3.3,45.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.149501,2.171,49.275478,-123.201025,None,None,None,2.8,21.0,3.3,45.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.248739,2.270,49.275478,-123.201025,None,18.26,None,2.8,21.0,3.3,45.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.248922,2.271,49.275478,-123.201025,None,18.26,6,2.8,21.0,3.3,45.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.249109,2.271,49.275478,-123.201025,None,18.26,6,2.8,21.0,3.3,45.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.348940,2.371,49.275478,-123.201025,None,18.26,6,2.8,21.0,3.3,45.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.349132,2.371,49.275478,-123.201025,None,18.26,6,3.2,23.0,3.3,45.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.349251,2.371,49.275478,-123.201025,None,18.26,6,3.2,23.0,3.2,49.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.448425,2.470,49.275478,-123.201025,None,18.26,6,3.2,23.0,3.2,49.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.448881,2.471,49.275478,-123.201025,None,18.26,6,3.2,23.0,3.2,49.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.448988,2.471,49.275478,-123.201025,None,18.26,6,3.2,23.0,3.2,49.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.648730,2.670,49.275478,-123.201025,None,18.26,6,3.2,21.0,3.2,49.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.648926,2.671,49.275478,-123.201025,6.9,18.26,6,3.2,21.0,3.2,49.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-07-26T17:42:03.649089,2.671,49.275478,-123.201025,6.9,18.26,6,3.2,21.0,2.7,48.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
