Timestamp,Elapsed_Time_s,gps_lon,gps_lat,pH,Water_Temp,Salinity,Data_Wind_spd,Data_Wind_dir,Sail_Wind_spd,Sail_Wind_dir,Actual_rdr_deg,Set_rdr_deg,Speed_over_gnd,IMU_roll,IMU_pitch,IMU_integral,IMU_derivative,IMU_heading,Temp1,Temp2,Temp3,Volt1,Volt2,Volt3,Volt4,MPPT_curr_hull_port,MPPT_curr_sail_port,MPPT_curr_hull_star,MPPT_curr_sail_star
2026-03-15T12:16:46.573144,1.005,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,None,None,None,None,None,None,None,None,None,None,None
2026-03-15T12:16:46.573554,1.006,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.71,613.66,15.54,3.23,3.22,3.22,3.25,0.0,0.0,0.0,0.0
2026-03-15T12:16:46.573707,1.006,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.71,613.66,15.54,3.23,3.22,3.22,3.25,0.0,0.0,0.0,0.0
2026-03-15T12:16:46.671552,1.104,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.71,613.66,15.54,3.23,3.22,3.22,3.25,0.0,0.0,0.0,0.0
2026-03-15T12:16:46.671787,1.104,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.71,613.66,15.54,3.23,3.22,3.22,3.25,0.0,0.0,0.0,0.0
2026-03-15T12:16:46.772405,1.205,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.71,613.66,15.54,3.23,3.22,3.22,3.25,0.0,0.0,0.0,0.0
2026-03-15T12:16:46.772683,1.205,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.71,613.66,15.54,3.23,3.22,3.22,3.25,0.0,0.0,0.0,0.0
2026-03-15T12:16:46.872150,1.304,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.43,613.34,15.49,3.22,3.24,3.23,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:46.872573,1.305,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.43,613.34,15.49,3.22,3.24,3.23,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:46.872874,1.305,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.43,613.34,15.49,3.22,3.24,3.23,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:46.971764,1.404,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.43,613.34,15.49,3.22,3.24,3.23,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:46.972002,1.404,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.43,613.34,15.49,3.22,3.24,3.23,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:47.072639,1.505,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.43,613.34,15.49,3.22,3.24,3.23,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:47.073068,1.505,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.67,613.34,15.54,3.23,3.23,3.22,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:47.073267,1.505,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.67,613.34,15.54,3.23,3.23,3.22,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:47.171790,1.604,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.67,613.34,15.54,3.23,3.23,3.22,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:47.172061,1.604,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.67,613.34,15.54,3.23,3.23,3.22,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:47.271817,1.704,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.67,613.34,15.54,3.23,3.23,3.22,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:47.272271,1.704,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.71,613.66,15.54,3.23,3.23,3.22,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:47.272419,1.705,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.71,613.66,15.54,3.23,3.23,3.22,3.27,0.0,0.0,0.0,0.0
