Timestamp,Elapsed_Time_s,gps_lon,gps_lat,pH,Water_Temp,Salinity,Data_Wind_spd,Data_Wind_dir,Sail_Wind_spd,Sail_Wind_dir,Actual_rdr_deg,Set_rdr_deg,Speed_over_gnd,IMU_roll,IMU_pitch,IMU_integral,IMU_derivative,IMU_heading,Temp1,Temp2,Temp3,Volt1,Volt2,Volt3,Volt4,MPPT_curr_hull_port,MPPT_curr_sail_port,MPPT_curr_hull_star,MPPT_curr_sail_star
2026-03-15T14:09:05.422725,2.988,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2026-03-15T14:09:05.423171,2.988,None,None,None,None,None,None,None,None,None,135.68,-15.0,0.0,-3.87,-71.78,0.0,297.0,205.36,None,None,None,None,None,None,None,None,None,None,None
2026-03-15T14:09:05.423530,2.989,None,None,None,None,None,None,None,None,None,135.68,-15.0,0.0,-3.86,-71.68,0.0,297.0,205.65,None,None,None,None,None,None,None,None,None,None,None
2026-03-15T14:09:05.522078,3.087,None,None,None,None,None,None,None,None,None,135.68,-15.0,0.0,-3.86,-71.68,0.0,297.0,205.65,14.46,613.81,14.24,3.2,3.2,3.19,3.23,0.0,0.0,0.0,0.0
2026-03-15T14:09:05.522811,3.088,None,None,None,None,None,None,None,None,None,135.68,-15.0,0.0,-3.86,-71.68,0.0,297.0,205.65,14.46,613.81,14.24,3.2,3.2,3.19,3.23,0.0,0.0,0.0,0.0
2026-03-15T14:09:05.523712,3.089,None,None,None,11.336,None,None,None,None,None,135.68,-15.0,0.0,-3.86,-71.68,0.0,297.0,205.65,14.46,613.81,14.24,3.2,3.2,3.19,3.23,0.0,0.0,0.0,0.0
2026-03-15T14:09:05.524399,3.090,None,None,None,11.336,0,None,None,None,None,135.68,-15.0,0.0,-3.86,-71.68,0.0,297.0,205.65,14.46,613.81,14.24,3.2,3.2,3.19,3.23,0.0,0.0,0.0,0.0
2026-03-15T14:09:05.602368,3.168,None,None,None,11.336,0,None,None,None,None,135.68,-15.0,0.0,-3.86,-71.68,0.0,297.0,205.65,14.46,613.81,14.24,3.2,3.2,3.19,3.23,0.0,0.0,0.0,0.0
2026-03-15T14:09:05.602756,3.168,None,None,None,11.336,0,0.9,196.0,None,None,135.68,-15.0,0.0,-3.86,-71.68,0.0,297.0,205.65,14.46,613.81,14.24,3.2,3.2,3.19,3.23,0.0,0.0,0.0,0.0
2026-03-15T14:09:05.603075,3.168,-123.2005,49.275,None,11.336,0,0.9,196.0,None,None,135.68,-15.0,0.0,-3.86,-71.68,0.0,297.0,205.65,14.46,613.81,14.24,3.2,3.2,3.19,3.23,0.0,0.0,0.0,0.0
