Timestamp,Elapsed_Time_s,gps_lon,gps_lat,pH,Water_Temp,Salinity,Data_Wind_spd,Data_Wind_dir,Sail_Wind_spd,Sail_Wind_dir,Actual_rdr_deg,Set_rdr_deg,Speed_over_gnd,IMU_roll,IMU_pitch,IMU_integral,IMU_derivative,IMU_heading,Temp1,Temp2,Temp3,Volt1,Volt2,Volt3,Volt4,MPPT_curr_hull_port,MPPT_curr_sail_port,MPPT_curr_hull_star,MPPT_curr_sail_star
2026-03-15T15:31:55.422342,1.465,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13.8,615.45,14.09,3.19,3.2,3.19,3.2,0.0,0.0,0.0,0.0
2026-03-15T15:31:55.521717,1.564,None,None,None,None,None,None,None,None,None,0.7,0.0,0.0,-3.81,-72.92,0.0,297.0,0.0,13.8,615.45,14.09,3.19,3.2,3.19,3.2,0.0,0.0,0.0,0.0
2026-03-15T15:31:55.522023,1.564,None,None,None,None,None,1.2,250.0,None,None,0.7,0.0,0.0,-3.81,-72.92,0.0,297.0,0.0,13.8,615.45,14.09,3.19,3.2,3.19,3.2,0.0,0.0,0.0,0.0
2026-03-15T15:31:55.522284,1.564,None,None,None,None,None,1.2,250.0,None,None,0.7,0.0,0.0,-3.81,-72.92,0.0,297.0,0.0,13.8,615.45,14.09,3.19,3.2,3.19,3.2,0.0,0.0,0.0,0.0
2026-03-15T15:31:55.522740,1.565,None,None,None,None,None,1.2,250.0,None,None,0.7,0.0,0.0,-3.81,-72.92,0.0,297.0,0.0,13.8,615.45,14.09,3.19,3.2,3.19,3.2,0.0,0.0,0.0,0.0
2026-03-15T15:31:55.523186,1.565,None,None,None,None,None,1.2,250.0,None,None,0.7,0.0,0.0,-3.81,-72.92,0.0,297.0,0.0,13.8,615.45,14.09,3.19,3.2,3.19,3.2,0.0,0.0,0.0,0.0
2026-03-15T15:31:55.647213,1.689,None,None,None,None,None,1.2,250.0,None,None,0.7,0.0,0.0,-3.81,-72.92,0.0,297.0,0.0,13.8,615.45,14.09,3.19,3.2,3.19,3.2,0.0,0.0,0.0,0.0
2026-03-15T15:31:55.647987,1.690,None,None,None,None,None,1.2,250.0,None,None,0.7,0.0,0.0,-3.81,-72.92,0.0,297.0,0.0,13.8,615.45,14.09,3.19,3.2,3.19,3.2,0.0,0.0,0.0,0.0
2026-03-15T15:31:55.648423,1.691,-123.2005,49.275,None,None,None,1.2,250.0,None,None,0.7,0.0,0.0,-3.81,-72.92,0.0,297.0,0.0,13.8,615.45,14.09,3.19,3.2,3.19,3.2,0.0,0.0,0.0,0.0
2026-03-15T15:31:55.648778,1.691,-123.2005,49.275,None,None,None,1.2,250.0,None,None,0.7,0.0,0.0,-3.81,-72.92,0.0,297.0,0.0,13.8,615.45,14.09,3.19,3.2,3.19,3.2,0.0,0.0,0.0,0.0
2026-03-15T15:31:55.649203,1.691,-123.2005,49.275,None,None,None,1.2,250.0,None,None,0.7,0.0,0.0,-3.81,-72.97,0.0,297.0,0.0,13.8,615.45,14.09,3.19,3.2,3.19,3.2,0.0,0.0,0.0,0.0
2026-03-15T15:31:55.745804,1.788,-123.2005,49.275,None,None,None,1.2,250.0,None,None,0.7,0.0,0.0,-3.81,-72.97,0.0,297.0,0.0,13.8,615.45,14.09,3.19,3.2,3.19,3.2,0.0,0.0,0.0,0.0
2026-03-15T15:31:55.746267,1.788,-123.2005,49.275,None,None,None,1.2,250.0,None,None,0.7,0.0,0.0,-3.81,-72.97,0.0,297.0,0.0,13.8,615.45,14.09,3.19,3.2,3.19,3.2,0.0,0.0,0.0,0.0
2026-03-15T15:31:55.746558,1.789,-123.2005,49.275,None,None,None,1.2,250.0,None,None,0.7,0.0,0.0,-3.81,-72.97,0.0,297.0,0.0,13.8,615.45,14.09,3.19,3.2,3.19,3.2,0.0,0.0,0.0,0.0
