Timestamp,Elapsed_Time_s,gps_lon,gps_lat,pH,Water_Temp,Salinity,Data_Wind_spd,Data_Wind_dir,Sail_Wind_spd,Sail_Wind_dir,Actual_rdr_deg,Set_rdr_deg,Speed_over_gnd,IMU_roll,IMU_pitch,IMU_integral,IMU_derivative,IMU_heading,Temp1,Temp2,Temp3,Volt1,Volt2,Volt3,Volt4,MPPT_curr_hull_port,MPPT_curr_sail_port,MPPT_curr_hull_star,MPPT_curr_sail_star
2026-03-15T12:15:59.922456,2.750,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,None,None,None,None,None,None,None,None,None,None,None
2026-03-15T12:16:00.021911,2.850,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,None,None,None,None,None,None,None,None,None,None,None
2026-03-15T12:16:00.022073,2.850,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,None,None,None,None,None,None,None,None,None,None,None
2026-03-15T12:16:00.121808,2.949,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,None,None,None,None,None,None,None,None,None,None,None
2026-03-15T12:16:00.122049,2.950,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.75,613.5,15.6,3.23,3.23,3.23,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:00.122193,2.950,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.75,613.5,15.6,3.23,3.23,3.23,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:00.222300,3.050,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.75,613.5,15.6,3.23,3.23,3.23,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:00.222463,3.050,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.75,613.5,15.6,3.23,3.23,3.23,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:00.322119,3.150,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.75,613.5,15.6,3.23,3.23,3.23,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:00.322271,3.150,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.75,613.5,15.6,3.23,3.23,3.23,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:00.322407,3.150,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.75,613.18,15.52,3.23,3.25,3.21,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:00.422259,3.250,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.75,613.18,15.52,3.23,3.25,3.21,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:00.422412,3.250,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.75,613.18,15.52,3.23,3.25,3.21,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:00.522389,3.350,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.75,613.18,15.52,3.23,3.25,3.21,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:00.522559,3.350,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.75,613.18,15.52,3.23,3.25,3.21,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:00.622413,3.450,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.75,613.18,15.52,3.23,3.25,3.21,3.27,0.0,0.0,0.0,0.0
2026-03-15T12:16:00.622641,3.450,None,None,None,None,None,None,None,None,None,135.68,0.0,0.0,-41.09,311.13,0.0,297.0,312.49,15.77,613.34,15.54,3.24,3.23,3.25,3.25,0.0,0.0,0.0,0.0
